title|year|rated|released|runtime|genres|director|actors|plot|languages|country|awards|imdbRating|rottenTomatoesRating|metaCriticRating|metascore|rating|type|boxoffice|production|Title|ReleaseDate|Genre|Rating|common_title|viewCount|favoriteCount|commentCount|likeCount|dislikeCount|movie_name|production_year|movie_odid|production_budget|domestic_box_office|international_box_office|rating|creative_type|source|production_method|genre|sequel|running_time
The Nice Guys|2016|R|Fri May 20 2016 00:00:00 GMT-0400 (EDT)|116 min|Action; Comedy; Crime|Shane Black|Russell Crowe; Ryan Gosling; Angourie Rice; Matt Bomer|Set against the backdrop of 1977 Los Angeles The Nice Guys opens when single father and licensed PI Holland March (Gosling) is hired to investigate the apparent suicide of famous porn star Misty Mountains As the trail leads him to track down a girl named Amelia (Qualley) he encounters less licensed and less hands-off private eye Jackson Healey (Russell Crowe) and his brass knuckles both hired by the young hippie However the situation takes a turn for the worse when Amelia vanishes and it becomes apparent that March wasnt the only party interested As both men are forced to team up theyll have to take on a world filled with eccentric goons strippers dressed as mermaids and even a possible government conspiracy|English|USA|8 wins & 32 nominations|7.4/10|92%|70/100|70|7.4|movie|$32,261,515|Warner Bros. Pictures|The Nice Guys|20-May-16|Action, Mystery, Thriller, Comedy, Crime|70|The Nice Guys|1028536|0|204|5949|264|The Nice Guys|2015|213300100|50000000|36261763|21000000|R|Historical Fiction|Original Screenplay|Live Action|Black Comedy|0|116
Zootopia|2016|PG|Fri Mar 04 2016 00:00:00 GMT-0500 (EST)|108 min|Animation; Adventure; Comedy|Byron Howard; Rich Moore; Jared Bush(co-director)|Ginnifer Goodwin; Jason Bateman; Idris Elba; Jenny Slate|From the largest elephant to the smallest shrew the city of Zootopia is a mammal metropolis where various animals live and thrive When Judy Hopps becomes the first rabbit to join the police force she quickly learns how tough it is to enforce the law Determined to prove herself Judy jumps at the opportunity to solve a mysterious case Unfortunately that means working with Nick Wilde a wily fox who makes her job even harder|English|USA|Won 1 Oscar Another 43 wins & 65 nominations|8.0/10|98%|78/100|78|8|movie|$341,264,012|Walt Disney Animation Studios|Zootopia|4-Mar-16|Action, Adventure, Comedy, Crime, Animation, Family|78|Zootopia|5879819|0|1385|10069|605|Zootopia|2016|218730100|150000000|341268248|678652726|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|0|108
The BFG|2016|PG|Fri Jul 01 2016 00:00:00 GMT-0400 (EDT)|117 min|Adventure; Family; Fantasy|Steven Spielberg|Mark Rylance; Ruby Barnhill; Penelope Wilton; Jemaine Clement|Ten-year-old Sophie is in for the adventure of a lifetime when she meets the Big Friendly Giant Naturally scared at first the young girl soon realizes that the 24-foot behemoth is actually quite gentle and charming As their friendship grows Sophies presence attracts the unwanted attention of Bloodbottler Fleshlumpeater and other giants After traveling to London Sophie and the BFG must convince Queen Elizabeth to help them get rid of all the bad giants once and for all|English|USA; India|4 wins & 20 nominations|6.4/10|75%|66/100|66|6.4|movie|$55,472,665|Walt Disney Pictures|The BFG|1-Jul-16|Adventure, Fantasy, Family|66|The BFG|8666093|0|6595|29418|2093|The BFG|2016|209470100|140000000|55483770|144421454|PG|Kids Fiction|Based on Fiction Book/Short Story|Animation/Live Action|Adventure|0|115
Independence Day: Resurgence|2016|PG-13|Fri Jun 24 2016 00:00:00 GMT-0400 (EDT)|120 min|Action; Adventure; Sci-Fi|Roland Emmerich|Liam Hemsworth; Jeff Goldblum; Jessie T. Usher; Bill Pullman|Two decades after the freak alien invasion that nearly destroyed mankind a new threat emerges This Alien mothership is more than twice the size as the last one and once again the worlds armies must band together to save the world Do they have enough firepower or will this battle change and will aliens take over?|English; Mandarin|USA|3 wins & 16 nominations|5.2/10|31%|32/100|32|5.2|movie|$103,137,295|20th Century Fox|Independence Day: Resurgence|24-Jun-16|Action, Adventure, Sci-Fi|32|Independence Day: Resurgence|1866442|0|1160|5953|254|Independence Day: Resurgence|2015|193720100|165000000|103144286|284500000|PG-13|Science Fiction|Original Screenplay|Live Action|Action|1|119
Keanu|2016|R|Fri Apr 29 2016 00:00:00 GMT-0400 (EDT)|100 min|Action; Comedy|Peter Atencio|Jordan Peele; Keegan-Michael Key; Tiffany Haddish; Method Man|Rells life is changed forever when a cute kitten comes to his door and he names it Keanu Unfortunately one weekend later Keanu is abducted by persons unknown Now Rell and his cousin Clarence are men on a mission to find Keanu against the odds Unfortunately those odds prove to be perilously high as they find Keanu in the care of the ruthless gangster Cheddar and he will only part with him for a price Now for that cute kitten these two middle class bumblers find themselves neck deep in a dangerous alien world of drugs and gang violence with only their desperate audacity creativity and sheer dumb luck giving them a chance to survive|English|USA|5 wins & 5 nominations|6.3/10|78%|63/100|63|6.3|movie|N/A|Warner Bros. Pictures|Keanu|29-Apr-16|Action, Comedy|63|Keanu|2581862|0|519|8500|365|Keanu|2016|232910100|15000000|20591853|96288|R|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|98
The Shallows|2016|PG-13|Fri Jun 24 2016 00:00:00 GMT-0400 (EDT)|86 min|Drama; Horror; Thriller|Jaume Collet-Serra|Blake Lively; Óscar Jaenada; Angelo Josue Lozano Corzo; Joseph Salas|In the taut thriller The Shallows when Nancy (Blake Lively) is surfing on a secluded beach she finds herself on the feeding ground of a great white shark Though she is stranded only 200 yards from shore survival proves to be the ultimate test of wills requiring all of Nancys ingenuity resourcefulness and fortitude|English; Spanish|USA; Australia; Spain|15 nominations|6.3/10|78%|59/100|59|6.3|movie|$55,121,623|Ombra Films|The Shallows|24-Jun-16|Drama, Thriller, Horror|59|The Shallows|20078536|0|10994|64810|7624|The Shallows|2016|238210100|13000000|55121623|63766402|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Drama|0|87
Now You See Me 2|2016|PG-13|Fri Jun 10 2016 00:00:00 GMT-0400 (EDT)|129 min|Action; Adventure; Comedy|Jon M. Chu|Jesse Eisenberg; Mark Ruffalo; Woody Harrelson; Dave Franco|One year after outwitting the FBI and winning the publics adulation with their Robin Hood-style magic spectacles The Four Horsemen resurface for a comeback performance in hopes of exposing the unethical practices of a tech magnate The man behind their vanishing act is none other than Walter Mabry a tech prodigy who threatens the Horsemen into pulling off their most impossible heist yet Their only hope is to perform one last unprecedented stunt to clear their names and reveal the mastermind behind it all|English; Mandarin; Cantonese|France; USA|4 nominations|6.5/10|34%|46/100|46|6.5|movie|$65,030,563|Lionsgate|Now You See Me 2|10-Jun-16|Action, Adventure, Mystery, Thriller, Comedy, Crime|46|Now You See Me 2|8620078|0|2958|44127|1098|Now You See Me 2|2016|215110100|90000000|65075540|263600000|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Thriller/Suspense|1|129
Free State of Jones|2016|R|Fri Jun 24 2016 00:00:00 GMT-0400 (EDT)|139 min|Action; Biography; Drama|Gary Ross|Matthew McConaughey; Gugu Mbatha-Raw; Mahershala Ali; Keri Russell|Set during the Civil War Free State of Jones tells the story of defiant Southern farmer Newt Knight and his extraordinary armed rebellion against the Confederacy Banding together with other small farmers and local slaves Knight launched an uprising that led Jones County Mississippi to secede from the Confederacy creating a Free State of Jones Knight continued his struggle into Reconstruction distinguishing him as a compelling if controversial figure of defiance long beyond the War|English|USA|3 wins & 4 nominations|6.9/10|46%|53/100|53|6.9|movie|N/A|STX Entertainment|Free State of Jones|24-Jun-16|Action, Biography, Drama, History, War|53|Free State of Jones|5289280|0|2187|6405|538|Free State of Jones|2015|146240100|50000000|20810036|2342026|R|Historical Fiction|Based on Real Life Events|Live Action|Drama|0|139
The Purge: Election Year|2016|R|Fri Jul 01 2016 00:00:00 GMT-0400 (EDT)|108 min|Action; Horror; Sci-Fi|James DeMonaco|Frank Grillo; Elizabeth Mitchell; Mykelti Williamson; Joseph Julian Soria|Its been seventeen years since Leo Barnes (Frank Grillo) stopped himself from a regrettable act of revenge on Purge Night Now serving as head of security for Senator Charlie Roan (Elizabeth Mitchell) his mission is to protect her in a run for president and survive the annual ritual that targets the poor and innocent But when a betrayal forces them onto the streets of DC on the one night when no help is available they must stay alive until dawnor both be sacrificed for their sins against the state|English|USA; France|6 nominations|6.0/10|53%|55/100|55|6|movie|N/A|Universal Pictures|The Purge: Election Year|1-Jul-16|Action, Sci-Fi, Thriller, Horror|55|The Purge: Election Year|8459682|0|8876|33098|2156|The Purge: Election Year|2016|221760100|10000000|79042440|39514684|R|Science Fiction|Original Screenplay|Live Action|Horror|0|105
Me Before You|2016|PG-13|Fri Jun 03 2016 00:00:00 GMT-0400 (EDT)|106 min|Drama; Romance|Thea Sharrock|Sam Claflin; Vanessa Kirby; Emilia Clarke; Eileen Dunwoodie|Lou Clark knows lots of things She knows how many footsteps there are between the bus stop and home She knows she likes working in The Buttered Bun tea shop and she knows she might not love her boyfriend Patrick What Lou doesnt know is shes about to lose her job or that knowing whats coming is what keeps her sane Will Traynor knows his motorcycle accident took away his desire to live He knows everything feels very small and rather joyless now and he knows exactly how hes going to put a stop to that What Will doesnt know is that Lou is about to burst into his world in a riot of color And neither of them knows theyre going to change each other for all time|English; French|UK; USA|6 wins & 6 nominations|7.4/10|57%|51/100|51|7.4|movie|$56,228,651|Warner Bros. Pictures|Me Before You|3-Jun-16|Drama, Romance|51|Me Before You|6784137|0|1811|30044|1073|Me Before You|2015|212080100|20000000|56245075|149200000|PG-13|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Drama|0|110
The Secret Life of Pets|2016|PG|Fri Jul 08 2016 00:00:00 GMT-0400 (EDT)|87 min|Animation; Adventure; Comedy|Chris Renaud; Yarrow Cheney(co-director)|Louis C.K.; Eric Stonestreet; Kevin Hart; Jenny Slate|Taking place in a Manhattan apartment building Maxs life as a favorite pet is turned upside down when his owner brings home a sloppy mongrel named Duke They have to put their quarrels behind when they find out that an adorable white bunny named Snowball is building an army of lost pets determined to take revenge|English|Japan; USA|4 wins & 15 nominations|6.5/10|74%|61/100|61|6.5|movie|$368,305,960|Universal Pictures|The Secret Life of Pets|8-Jul-16|Adventure, Comedy, Animation, Family|61|The Secret Life of Pets|9756300|0|2196|24105|1544|The Secret Life of Pets|2015|190180100|75000000|368384330|507568429|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|0|91
Ice Age: Collision Course|2016|PG|Fri Jul 22 2016 00:00:00 GMT-0400 (EDT)|94 min|Animation; Adventure; Comedy|Mike Thurmeier; Galen T. Chu(co-director)|Stephanie Beatriz; Robert Cardone; Neil deGrasse Tyson; Adam Devine|Scrats epic pursuit of his elusive acorn catapults him outside of Earth where he accidentally sets off a series of cosmic events that transform and threaten the planet To save themselves from peril Manny Sid Diego and the rest of the herd leave their home and embark on a quest full of thrills and spills highs and lows laughter and adventure while traveling to exotic new lands and encountering a host of colorful new characters|English|USA|2 wins|5.7/10|16%|34/100|34|5.7|movie|$64,060,187|20th Century Fox|Ice Age: Collision Course|22-Jul-16|Action, Adventure, Sci-Fi, Comedy, Animation, Family|34|Ice Age: Collision Course|561503|0|203|4802|88|Ice Age: Collision Course|2016|201400100|105000000|64063008|339778629|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|1|100
The Infiltrator|2016|R|Wed Jul 13 2016 00:00:00 GMT-0400 (EDT)|127 min|Biography; Crime; Drama|Brad Furman|Bryan Cranston; Leanne Best; Daniel Mays; Tom Vaughan-Lawlor|A US Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar|English; Spanish|UK|N/A|7.0/10|70%|66/100|66|7|movie|$15,425,870|Broad Green Pictures|The Infiltrator|13-Jul-16|Biography, Drama, Thriller, Crime|66|The Infiltrator|2204307|0|114|866|32|The Infiltrator|2016|216910100|47500000|15436808|2892845|R|Dramatization|Based on Factual Book/Article|Live Action|Thriller/Suspense|0|127
Nerve|2016|PG-13|Wed Jul 27 2016 00:00:00 GMT-0400 (EDT)|96 min|Action; Adventure; Crime|Henry Joost; Ariel Schulman|Emma Roberts; Dave Franco; Emily Meade; Miles Heizer|Nerve is about an online dare game in which people give participants anonymous dares for money The participants compete with each other to win the grand prize as the dares get tougher Things get worse when the tasks get increasingly dangerous and lives are at stake|English|USA|5 nominations|6.6/10|67%|58/100|58|6.6|movie|$38,562,379|Keep Your Head|Nerve|27-Jul-16|Adventure, Sci-Fi, Mystery, Thriller, Crime|58|Nerve|8570311|0|3693|31937|1227|Nerve|2016|254270100|20000000|38583626|23097166|PG-13|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Thriller/Suspense|0|96
Suicide Squad|2016|PG-13|Fri Aug 05 2016 00:00:00 GMT-0400 (EDT)|123 min|Action; Adventure; Fantasy|David Ayer|Will Smith; Jaime FitzSimons; Ike Barinholtz; Margot Robbie|It feels good to be badAssemble a team of the worlds most dangerous incarcerated Super Villains provide them with the most powerful arsenal at the governments disposal and send them off on a mission to defeat an enigmatic insuperable entity US intelligence officer Amanda Waller has determined only a secretly convened group of disparate despicable individuals with next to nothing to lose will do However once they realize they werent picked to succeed but chosen for their patent culpability when they inevitably fail will the Suicide Squad resolve to die trying or decide its every man for himself?|English; Japanese; Spanish|USA|Won 1 Oscar Another 16 wins & 37 nominations|6.1/10|26%|40/100|40|6.1|movie|$325,021,779|Warner Bros. Pictures|Suicide Squad|5-Aug-16|Action, Adventure, Sci-Fi, Thriller, Fantasy, Comedy, Crime|40|Suicide Squad|84362204|0|87903|651264|19921|Suicide Squad|2016|215980100|175000000|325100054|421000000|PG-13|Super Hero|Based on Comic/Graphic Novel|Live Action|Action|0|123
Kubo and the Two Strings|2016|PG|Fri Aug 19 2016 00:00:00 GMT-0400 (EDT)|101 min|Animation; Adventure; Family|Travis Knight|Art Parkinson; Charlize Theron; Ralph Fiennes; Brenda Vaccaro|Kubo lives a quiet normal life in a small shoreside village until a spirit from the past turns his life upside down by re-igniting an age-old vendetta This causes all sorts of havoc as gods and monsters chase Kubo who in order to survive must locate a magical suit of armor once worn by his late father a legendary Samurai warrior|English|USA|Nominated for 2 Oscars Another 31 wins & 58 nominations|7.8/10|97%|84/100|84|7.8|movie|$48,019,281|Focus Features|Kubo and the Two Strings|19-Aug-16|Adventure, Fantasy, Animation, Family|84|Kubo and the Two Strings|6319206|0|3426|28815|1522|Kubo and the Two Strings|2016|221770100|55000000|48023088|29525476|PG|Fantasy|Original Screenplay|Stop-Motion Animation|Adventure|0|102
Sausage Party|2016|R|Fri Aug 12 2016 00:00:00 GMT-0400 (EDT)|89 min|Animation; Adventure; Comedy|Greg Tiernan; Conrad Vernon|Alistair Abell; Iris Apatow; Sugar Lyn Beard; Michael Cera|The products at Shopwells Grocery Store are made to believe a code that helps them live happy lives until its time for them to leave the comfort of the supermarket and head for the great beyond However after a botched trip to the great beyond leaves one sausage named Frank and his companion Bun stranded Frank goes to great lengths (pun intended) to return to his package and make another trip to the great beyond But as Franks journey takes him from one end of the supermarket to the other Franks quest to discover the truth about his existence as a sausage turns incredibly dark Can he expose the truth to the rest of the supermarket and get his fellow products to rebel against their human masters?|English|USA; Canada|1 win & 24 nominations|6.2/10|82%|66/100|66|6.2|movie|$97,661,826|Sony Pictures|Sausage Party|12-Aug-16|Adventure, Fantasy, Comedy, Animation|66|Sausage Party|4013267|0|1534|10858|796|Sausage Party|2016|208580100|19000000|97670358|43684036|R|Fantasy|Original Screenplay|Digital Animation|Adventure|0|85
Florence Foster Jenkins|2016|PG-13|Fri Aug 12 2016 00:00:00 GMT-0400 (EDT)|111 min|Biography; Comedy; Drama|Stephen Frears|Meryl Streep; Hugh Grant; Simon Helberg; Rebecca Ferguson|Florence Foster Jenkins an heiress from NYC always wanted to be a concert pianist and play Carnegie Hall An injury in her youth deterred that dream so she sets out to sing her way to Carnegie Hall knowing the only way to get there would be Practice practice practice Her husband supports her venture and Florence Foster Jenkins performance at Carnegie Hall becomes a truly historic event|English; German; Italian; Russian|UK|Nominated for 2 Oscars Another 8 wins & 39 nominations|6.9/10|87%|71/100|71|6.9|movie|$27,370,107|BBC Films|Florence Foster Jenkins|12-Aug-16|Biography, Drama, Comedy, Romance, Music|71|Florence Foster Jenkins|943129|0|239|1536|62|Florence Foster Jenkins|2016|217870100|29000000|27383770|16883871|PG-13|Dramatization|Based on Real Life Events|Live Action|Drama|0|110
The Legend of Tarzan|2016|PG-13|Fri Jul 01 2016 00:00:00 GMT-0400 (EDT)|110 min|Action; Adventure; Drama|David Yates|Alexander Skarsgård; Rory J. Saper; Christian Stevens; Christoph Waltz|Following his parents death in Africa John Clayton has been be raised by an ape was known by the name Tarzan but eventually left Africa and for his parents home in England along with the woman he fell in love with and married Jane Porter He is asked by Belgian King Leopold to go to Africa to see what he has done there to help the country Initially he refuses But an American George Washington Williams wants him to accept so he can accompany him He says that Leopold might be committing all sorts of atrocities to achieve his goal like slavery Clayton agrees and his wife insists that she accompany him because she misses Africa When they arrive a man named Rom who works for Leopold attacks their village and captures Tarzan and Jane With Washingtons help he escapes and sets out to rescue Jane by going across the jungle Washington joins him despite being told that he might not make it|English; Lingala; French|UK; Canada; USA|2 wins & 4 nominations|6.3/10|36%|44/100|44|6.3|movie|$126,585,313|Lionsgate Pictures|The Legend of Tarzan|1-Jul-16|Action, Adventure, Drama, Romance|44|The Legend of Tarzan|12537329|0|6551|42269|2955|The Legend of Tarzan|2016|203600100|180000000|126643061|222500000|PG-13|Historical Fiction|Based on Fiction Book/Short Story|Live Action|Adventure|0|110
Hands of Stone|2016|R|Fri Aug 26 2016 00:00:00 GMT-0400 (EDT)|111 min|Action; Biography; Drama|Jonathan Jakubowicz|Edgar Ramírez; Robert De Niro; Usher Raymond; Rubén Blades|Follows the life of Roberto Duran who made his professional debut in 1968 as a 16-year-old and retired in 2002 at age 50 In June 1980 he defeated Sugar Ray Leonard to capture the WBC welterweight title but shocked the boxing world by returning to his corner in the November rematch saying no mas (no more)|English; Spanish|Panama; USA|N/A|6.6/10|45%|54/100|54|6.6|movie|$4,711,216|Fuego Films|Hands of Stone|26-Aug-16|Action, Biography, Drama, Sport|54|Hands of Stone|3549253|0|405|2054|147|Hands of Stone|2015|232060100|20000000|4712792|319221|R|Dramatization|Based on Real Life Events|Live Action|Drama|0|105
Jason Bourne|2016|PG-13|Fri Jul 29 2016 00:00:00 GMT-0400 (EDT)|123 min|Action; Thriller|Paul Greengrass|Matt Damon; Tommy Lee Jones; Alicia Vikander; Vincent Cassel|Jason Bourne is again being hunted by the CIA It begins when Nicky Parson a former CIA operative who helped Bourne who went under and now works with a man whos a whistle blower and is out to expose the CIAs black ops Nicky hacks into the CIA and downloads everything on all their Black Ops including Treadstone which Bourne was a part of And Heather Lee a CIA agent discovers the hack and brings it to the attention of CIA Director Dewey the man behind the Black Ops He orders Parsons be found and hopefully Bourne too|English; Greek; German; Japanese|UK; China; USA|3 wins & 20 nominations|6.6/10|55%|58/100|58|6.6|movie|$162,162,120|Universal|Jason Bourne|29-Jul-16|Action, Thriller|58|Jason Bourne|14688350|0|6788|49979|2248|Jason Bourne|2016|200870100|120000000|162192920|254004139|PG-13|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Action|0|123
War Dogs|2016|R|Fri Aug 19 2016 00:00:00 GMT-0400 (EDT)|114 min|Comedy; Crime; Drama|Todd Phillips|Miles Teller; Steve Lantz; Gregg Weiner; David Packouz|Two friends in their early 20s (Hill and Teller) living in Miami Beach during the Iraq War exploit a little-known government initiative that allows small businesses to bid on US Military contracts Starting small they begin raking in big money and are living the high life But the pair gets in over their heads when they land a 300 million dollar deal to arm the Afghan Military - a deal that puts them in business with some very shady people not the least of which turns out to be the US Government Based on true events|English; Arabic; Albanian; Romanian|USA; Cambodia|Nominated for 1 Golden Globe Another 2 nominations|7.1/10|59%|57/100|57|7.1|movie|$43,017,433|Warner Bros. Pictures|War Dogs|19-Aug-16|Drama, Thriller, Comedy, Crime, War|57|War Dogs|5707125|0|220|2988|349|War Dogs|2015|220150100|50000000|43034523|40000000|R|Dramatization|Based on Factual Book/Article|Live Action|Comedy|0|114
Mike and Dave Need Wedding Dates|2016|R|Fri Jul 08 2016 00:00:00 GMT-0400 (EDT)|98 min|Adventure; Comedy; Romance|Jake Szymanski|Zac Efron; Adam Devine; Anna Kendrick; Aubrey Plaza|Hard-partying brothers Mike (Adam Devine) and Dave (Zac Efron) place an online ad to find the perfect dates (Anna Kendrick Aubrey Plaza) for their sisters Hawaiian wedding Hoping for a wild getaway the boys instead find themselves outsmarted and out-partied by the uncontrollable duo|English; Chinese; Japanese|USA|4 nominations|6.0/10|35%|51/100|51|6|movie|$46,007,113|20th Century Fox|Mike and Dave Need Wedding Dates|8-Jul-16|Adventure, Comedy, Romance|51|Mike and Dave Need Wedding Dates|1540353|0|257|3725|270|Mike and Dave Need Wedding Dates|2016|221570100|33000000|46009673|29900000|R|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|98
Mike and Dave Need Wedding Dates|2016|R|Fri Jul 08 2016 00:00:00 GMT-0400 (EDT)|98 min|Adventure; Comedy; Romance|Jake Szymanski|Zac Efron; Adam Devine; Anna Kendrick; Aubrey Plaza|Hard-partying brothers Mike (Adam Devine) and Dave (Zac Efron) place an online ad to find the perfect dates (Anna Kendrick Aubrey Plaza) for their sisters Hawaiian wedding Hoping for a wild getaway the boys instead find themselves outsmarted and out-partied by the uncontrollable duo|English; Chinese; Japanese|USA|4 nominations|6.0/10|35%|51/100|51|6|movie|$46,007,113|20th Century Fox|Mike and Dave Need Wedding Dates|8-Jul-16|Adventure, Comedy, Romance|51|Mike and Dave Need Wedding Dates|1540353|0|257|3725|270|Mike and Dave Need Wedding Dates|2016|221570100|33000000|46009673|29900000|R|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|98
The Light Between Oceans|2016|PG-13|Fri Sep 02 2016 00:00:00 GMT-0400 (EDT)|133 min|Drama; Romance|Derek Cianfrance|Michael Fassbender; Alicia Vikander; Rachel Weisz; Florence Clery|A war weary man takes a job as a lighthouse keeper on an island for the solitude He meets a beautiful young woman and they eventually marry One day they see a small dingy with an infant and man inside floating in the ocean They rush to rescue them only to find the man is dead They struggle over the decision to report it and whether to keep the baby Its only years later that they discover that the child still has a mother looking for her|English|UK; New Zealand; USA|1 win & 9 nominations|7.2/10|59%|60/100|60|7.2|movie|$12,533,911|Dreamworks Pictures|The Light Between Oceans|2-Sep-16|Drama, Romance|60|The Light Between Oceans|1394378|0|306|3612|190|The Light Between Oceans|2014|213840100|20000000|12545979|6904801|PG-13|Historical Fiction|Based on Fiction Book/Short Story|Live Action|Drama|0|132
Sully|2016|PG-13|Fri Sep 09 2016 00:00:00 GMT-0400 (EDT)|96 min|Biography; Drama|Clint Eastwood|Tom Hanks; Aaron Eckhart; Valerie Mahaffey; Delphi Harrington|On Thursday January 15th 2009 the world witnessed the Miracle on the Hudson when Captain Chesley Sullenberger nicknamed Sully glided his disabled plane onto the frigid waters of the Hudson River saving the lives of all 155 aboard However even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill an investigation was unfolding that threatened to destroy his reputation and his career|English|USA|Nominated for 1 Oscar Another 12 wins & 33 nominations|7.5/10|86%|74/100|74|7.5|movie|$125,065,700|Warner Bros.|Sully|9-Sep-16|Biography, Drama|74|Sully|14765703|0|8703|54735|2057|Sully|2016|233620100|60000000|125070033|113482049|PG-13|Dramatization|Based on Factual Book/Article|Live Action|Drama|0|96
When the Bough Breaks|2016|PG-13|Fri Sep 09 2016 00:00:00 GMT-0400 (EDT)|107 min|Crime; Drama; Horror|Jon Cassar|Morris Chestnut; Regina Hall; Romany Malco; Michael Kenneth Williams|John and Laura Taylor (Morris Chestnut and Regina Hall) are a young professional couple who desperately want a baby After exhausting all other options they finally hire Anna (Jaz Sinclair) the perfect woman to be their surrogate - but as she gets further along in her pregnancy so too does her psychotic and dangerous fixation on the husband The couple becomes caught up in Annas deadly game and must fight to regain control of their future before its too late|English|USA|1 nomination|4.9/10|11%|28/100|28|4.9|movie|$29,740,655|Sony Pictures|When the Bough Breaks|9-Sep-16|Drama, Mystery, Thriller, Horror|28|When the Bough Breaks|1844803|0|1192|9701|495|When the Bough Breaks|2015|221130100|10000000|29747603|881904|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Thriller/Suspense|0|107
The Magnificent Seven|2016|PG-13|Fri Sep 23 2016 00:00:00 GMT-0400 (EDT)|132 min|Action; Adventure; Western|Antoine Fuqua|Denzel Washington; Chris Pratt; Ethan Hawke; Vincent D'Onofrio|Director Antoine Fuqua brings his modern vision to a classic story in The Magnificent Seven With the town of Rose Creek under the deadly control of industrialist Bartholomew Bogue the desperate townspeople employ protection from seven outlaws bounty hunters gamblers and hired guns As they prepare the town for the violent showdown that they know is coming these seven mercenaries find themselves fighting for more than money|English; North American Indian; Spanish|USA|5 wins & 12 nominations|6.9/10|63%|54/100|54|6.9|movie|$93,381,044|Sony Pictures|The Magnificent Seven|23-Sep-16|Action, Adventure, Western|54|The Magnificent Seven|11374024|0|3989|21489|1397|The Magnificent Seven|2016|220270100|90000000|93432655|66335135|PG-13|Historical Fiction|Remake|Live Action|Western|0|128
Deepwater Horizon|2016|PG-13|Fri Sep 30 2016 00:00:00 GMT-0400 (EDT)|107 min|Action; Drama; Thriller|Peter Berg|Mark Wahlberg; Kurt Russell; Douglas M. Griffin; James DuMont|In April 2010 there is no oil exploration operation in the Gulf of Mexico to compare with the Deepwater Horizon oil rig with its size or sheer depth of its drilling However the project for the BP oil company is beset with technical difficulties to the point where the general operational supervisor Jimmy Harrell and his Chief Electrical Engineer Mike Williams are concerned potentially dangerous trouble is brewing Unfortunately visiting BP executives frustrated by the projects long delays order curtailed site inspections and slanted system tests to make up for lost time even as Harrell Williams and his team helplessly protest for the sake of proper safety On April 20 the workers fears are realized in the worst possible way when the rigs various structural and system flaws spark a catastrophic cascade of failures that would create a massive blowout and explosion that threatens them all even as it also begins the worst environmental disaster in US history|English|Hong Kong; USA|Nominated for 2 Oscars Another 3 wins & 13 nominations|7.2/10|83%|68/100|68|7.2|movie|$73,098,411|Lionsgate|Deepwater Horizon|30-Sep-16|Action, Drama, Thriller|68|Deepwater Horizon|5432195|0|2268|12432|1113|Deepwater Horizon|2015|213250100|156000000|61433527|61497687|PG-13|Dramatization|Based on Real Life Events|Live Action|Drama|0|107
Deepwater Horizon|2016|PG-13|Fri Sep 30 2016 00:00:00 GMT-0400 (EDT)|107 min|Action; Drama; Thriller|Peter Berg|Mark Wahlberg; Kurt Russell; Douglas M. Griffin; James DuMont|In April 2010 there is no oil exploration operation in the Gulf of Mexico to compare with the Deepwater Horizon oil rig with its size or sheer depth of its drilling However the project for the BP oil company is beset with technical difficulties to the point where the general operational supervisor Jimmy Harrell and his Chief Electrical Engineer Mike Williams are concerned potentially dangerous trouble is brewing Unfortunately visiting BP executives frustrated by the projects long delays order curtailed site inspections and slanted system tests to make up for lost time even as Harrell Williams and his team helplessly protest for the sake of proper safety On April 20 the workers fears are realized in the worst possible way when the rigs various structural and system flaws spark a catastrophic cascade of failures that would create a massive blowout and explosion that threatens them all even as it also begins the worst environmental disaster in US history|English|Hong Kong; USA|Nominated for 2 Oscars Another 3 wins & 13 nominations|7.2/10|83%|68/100|68|7.2|movie|$73,098,411|Lionsgate|Deepwater Horizon|30-Sep-16|Action, Drama, Thriller|68|Deepwater Horizon|5432195|0|2268|12432|1113|Deepwater Horizon|2015|213250100|156000000|61433527|61497687|PG-13|Dramatization|Based on Real Life Events|Live Action|Drama|0|107
