Title,ReleaseDate,Genre,Rating
Entourage,3-Jun-15,Comedy,38
Testament of Youth,5-Jun-15,"Biography, Drama, History, War",76
Insidious: Chapter 3,5-Jun-15,"Drama, Thriller, Horror",52
Love & Mercy,5-Jun-15,"Biography, Drama, Music",80
The 11th Hour,12-Jun-15,"Drama, Thriller",32
Jurassic World,12-Jun-15,"Action, Adventure, Sci-Fi, Thriller",59
Jurassic World,12-Jun-15,"Action, Adventure, Sci-Fi, Thriller",59
Me and Earl and the Dying Girl,12-Jun-15,"Drama, Comedy",74
Inside Out,19-Jun-15,"Adventure, Drama, Fantasy, Comedy, Animation, Family",94
Dope,19-Jun-15,"Drama, Comedy, Crime",72
Inside Out,19-Jun-15,"Adventure, Drama, Fantasy, Comedy, Animation, Family",94
Escobar: Paradise Lost,26-Jun-15,"Drama, Thriller, Romance, Crime",56
Ted 2,26-Jun-15,Comedy,48
Terminator Genisys,1-Jul-15,"Action, Adventure, Sci-Fi, Thriller",38
Minions,10-Jul-15,"Comedy, Animation, Family",56
Ant-Man,17-Jul-15,"Action, Adventure, Sci-Fi, Thriller, Comedy",64
Trainwreck,17-Jul-15,"Comedy, Romance",75
Pixels,24-Jul-15,"Action, Sci-Fi, Comedy, Animation",27
The Vatican Tapes,24-Jul-15,"Thriller, Horror",38
Mission: Impossible - Rogue Nation,31-Jul-15,"Action, Adventure, Thriller",75
Fantastic Four,7-Aug-15,"Action, Adventure, Sci-Fi, Fantasy",27
Straight Outta Compton,14-Aug-15,"Biography, Drama, Music",72
Hitman: Agent 47,21-Aug-15,"Action, Adventure, Thriller, Crime",28
No Escape,26-Aug-15,"Action, Thriller",38
Turbo Kid,28-Aug-15,"Action, Adventure, Sci-Fi, Thriller, Horror",60
Pawn Sacrifice,16-Sep-15,"Biography, Drama",65
Black Mass,18-Sep-15,"Action, Biography, Drama, Crime",68
Everest,18-Sep-15,"Adventure, Biography, Drama, History, Thriller",64
The Green Inferno,25-Sep-15,"Adventure, Thriller, Horror",38
The Martian,2-Oct-15,"Action, Adventure, Sci-Fi, Drama, Comedy",80
Knock Knock,9-Oct-15,"Mystery, Thriller, Horror",53
Steve Jobs,9-Oct-15,"Biography, Drama",82
Crimson Peak,16-Oct-15,"Drama, Mystery, Thriller, Fantasy, Horror, Romance",66
The Peanuts Movie,6-Nov-15,"Adventure, Comedy, Animation, Family",67
Victor Frankenstein,25-Nov-15,"Sci-Fi, Drama, Horror",36
The Good Dinosaur,25-Nov-15,"Adventure, Fantasy, Comedy, Animation, Family",66
Victor Frankenstein,25-Nov-15,"Sci-Fi, Drama, Horror",36
In the Heart of the Sea,11-Dec-15,"Action, Adventure, Biography, Drama, History, Thriller",47
The Emperor's New Clothes,16-Dec-15,Documentary,53
Alvin and the Chipmunks: The Road Chip,18-Dec-15,"Adventure, Fantasy, Comedy, Music, Animation, Family",33
Star Wars: Episode VII - The Force Awakens,18-Dec-15,"Action, Adventure, Sci-Fi, Fantasy",81
Concussion,25-Dec-15,"Biography, Drama, Sport",55
Concussion,25-Dec-15,"Biography, Drama, Sport",55
Point Break,25-Dec-15,"Action, Sport, Thriller, Crime",34
The Revenant,25-Dec-15,"Adventure, Drama, Thriller, Western",76
The Forest,8-Jan-16,"Mystery, Thriller, Horror",34
Anesthesia,8-Jan-16,"Drama, Thriller",55
Ride Along 2,15-Jan-16,"Action, Comedy",32
Ride Along 2,15-Jan-16,"Action, Comedy",32
13 Hours: The Secret Soldiers of Benghazi,15-Jan-16,"Action, Drama, Thriller, War",48
Norm of the North,15-Jan-16,"Adventure, Comedy, Animation, Family",21
The Benefactor,15-Jan-16,Drama,40
Dirty Grandpa,22-Jan-16,Comedy,21
The 5th Wave,22-Jan-16,"Action, Adventure, Sci-Fi, Thriller",33
Ip Man 3,22-Jan-16,"Action, Biography, Drama, History",57
Synchronicity,22-Jan-16,"Sci-Fi, Mystery, Thriller",39
Kung Fu Panda 3,29-Jan-16,"Action, Adventure, Comedy, Animation, Family",66
The Finest Hours,29-Jan-16,"Action, Adventure, Biography, Drama, History, Thriller",58
Fifty Shades of Black,29-Jan-16,Comedy,28
Jane Got a Gun,29-Jan-16,"Action, Drama, Western",49
"Hail, Caesar!",5-Feb-16,"Drama, Mystery, Comedy, Musical",72
Pride and Prejudice and Zombies,5-Feb-16,"Action, Thriller, Horror, Comedy, Romance",45
Deadpool,12-Feb-16,"Action, Adventure, Sci-Fi, Thriller, Fantasy, Comedy, Romance",65
Zoolander 2,12-Feb-16,Comedy,34
How to Be Single,12-Feb-16,"Comedy, Romance",51
Risen,19-Feb-16,"Action, Adventure, Drama, Mystery",51
Eddie the Eagle,26-Feb-16,"Biography, Drama, History, Sport, Comedy",54
Gods of Egypt,26-Feb-16,"Action, Adventure, Fantasy",25
Triple 9,26-Feb-16,"Action, Drama, Thriller, Crime",52
Eddie the Eagle,26-Feb-16,"Biography, Drama, History, Sport, Comedy",54
Zootopia,4-Mar-16,"Action, Adventure, Comedy, Crime, Animation, Family",78
London Has Fallen,4-Mar-16,"Action, Drama, Thriller, Crime",28
Whiskey Tango Foxtrot,4-Mar-16,"Comedy, War",57
The Other Side of the Door,4-Mar-16,Horror,41
The Brothers Grimsby,11-Mar-16,"Action, Comedy",44
10 Cloverfield Lane,11-Mar-16,"Action, Sci-Fi, Drama, Mystery, Thriller, Horror",76
The Young Messiah,11-Mar-16,Drama,33
The Perfect Match,11-Mar-16,"Comedy, Romance",41
"Hello, My Name Is Doris",11-Mar-16,"Drama, Comedy, Romance",63
Miracles from Heaven,16-Mar-16,Drama,44
The Divergent Series: Allegiant,18-Mar-16,"Action, Adventure, Sci-Fi, Mystery, Thriller, Romance",33
The Bronze,18-Mar-16,"Drama, Comedy",44
Midnight Special,18-Mar-16,"Adventure, Sci-Fi, Drama, Thriller",76
My Big Fat Greek Wedding 2,25-Mar-16,"Comedy, Romance, Family",37
Batman v Superman: Dawn of Justice,25-Mar-16,"Action, Adventure, Sci-Fi, Fantasy",44
My Big Fat Greek Wedding 2,25-Mar-16,"Comedy, Romance, Family",37
I Saw the Light,25-Mar-16,"Biography, Drama, Romance, Music, Musical",47
Everybody Wants Some!!,30-Mar-16,Comedy,83
Meet the Blacks,1-Apr-16,"Horror, Comedy",26
Miles Ahead,1-Apr-16,"Biography, Drama, Romance, Music",64
Hardcore Henry,8-Apr-16,"Action, Adventure, Sci-Fi, Thriller",51
Demolition,8-Apr-16,"Drama, Comedy",49
The Invitation,8-Apr-16,"Thriller, Horror",74
The Jungle Book,15-Apr-16,"Adventure, Drama, Fantasy, Family, Musical",77
Barbershop: The Next Cut,15-Apr-16,Comedy,67
Green Room,15-Apr-16,"Thriller, Horror, Crime, Music",79
A Hologram for the King,22-Apr-16,"Drama, Comedy",58
Elvis & Nixon,22-Apr-16,"History, Comedy",59
Keanu,29-Apr-16,"Action, Comedy",63
Ratchet & Clank,29-Apr-16,"Action, Adventure, Sci-Fi, Comedy, Animation, Family",29
Captain America: Civil War,6-May-16,"Action, Adventure, Sci-Fi, Thriller",75
Money Monster,13-May-16,"Drama, Mystery, Thriller, Crime",55
Love & Friendship,13-May-16,"Drama, Comedy, Romance",87
Neighbors 2: Sorority Rising,20-May-16,Comedy,58
The Angry Birds Movie,20-May-16,"Action, Comedy, Animation, Family",43
Neighbors 2: Sorority Rising,20-May-16,Comedy,58
The Nice Guys,20-May-16,"Action, Mystery, Thriller, Comedy, Crime",70
X-Men: Apocalypse,27-May-16,"Action, Adventure, Sci-Fi, Fantasy",52
Alice Through the Looking Glass,27-May-16,"Adventure, Fantasy, Family",34
Popstar: Never Stop Never Stopping,3-Jun-16,"Comedy, Music",68
Me Before You,3-Jun-16,"Drama, Romance",51
Popstar: Never Stop Never Stopping,3-Jun-16,"Comedy, Music",68
The Conjuring 2,10-Jun-16,"Mystery, Thriller, Horror",65
Warcraft,10-Jun-16,"Action, Adventure, Fantasy",32
Now You See Me 2,10-Jun-16,"Action, Adventure, Mystery, Thriller, Comedy, Crime",46
Finding Dory,17-Jun-16,"Adventure, Comedy, Animation, Family",77
Central Intelligence,17-Jun-16,"Action, Comedy, Crime",52
Independence Day: Resurgence,24-Jun-16,"Action, Adventure, Sci-Fi",32
The Shallows,24-Jun-16,"Drama, Thriller, Horror",59
Free State of Jones,24-Jun-16,"Action, Biography, Drama, History, War",53
The Neon Demon,24-Jun-16,"Drama, Thriller, Horror",51
Our Kind of Traitor,1-Jul-16,Thriller,57
The Legend of Tarzan,1-Jul-16,"Action, Adventure, Drama, Romance",44
The BFG,1-Jul-16,"Adventure, Fantasy, Family",66
The Purge: Election Year,1-Jul-16,"Action, Sci-Fi, Thriller, Horror",55
Mike and Dave Need Wedding Dates,8-Jul-16,"Adventure, Comedy, Romance",51
The Secret Life of Pets,8-Jul-16,"Adventure, Comedy, Animation, Family",61
Mike and Dave Need Wedding Dates,8-Jul-16,"Adventure, Comedy, Romance",51
The Infiltrator,13-Jul-16,"Biography, Drama, Thriller, Crime",66
Ghostbusters,15-Jul-16,"Action, Sci-Fi, Fantasy, Comedy",60
Star Trek Beyond,22-Jul-16,"Action, Adventure, Sci-Fi, Thriller",68
Star Trek Beyond,22-Jul-16,"Action, Adventure, Sci-Fi, Thriller",68
Ice Age: Collision Course,22-Jul-16,"Action, Adventure, Sci-Fi, Comedy, Animation, Family",34
Lights Out,22-Jul-16,"Thriller, Fantasy, Horror",58
Nerve,27-Jul-16,"Adventure, Sci-Fi, Mystery, Thriller, Crime",58
Jason Bourne,29-Jul-16,"Action, Thriller",58
Nine Lives,5-Aug-16,"Fantasy, Comedy, Family",11
Sun Choke,5-Aug-16,"Drama, Mystery, Thriller, Horror",58
Nine Lives,5-Aug-16,"Fantasy, Comedy, Family",11
The Little Prince,5-Aug-16,"Adventure, Drama, Fantasy, Animation, Family",70
Suicide Squad,5-Aug-16,"Action, Adventure, Sci-Fi, Thriller, Fantasy, Comedy, Crime",40
Nine Lives,5-Aug-16,"Fantasy, Comedy, Family",11
Sausage Party,12-Aug-16,"Adventure, Fantasy, Comedy, Animation",66
Florence Foster Jenkins,12-Aug-16,"Biography, Drama, Comedy, Romance, Music",71
Ben-Hur,19-Aug-16,"Action, Adventure, Drama, History",38
Kubo and the Two Strings,19-Aug-16,"Adventure, Fantasy, Animation, Family",84
War Dogs,19-Aug-16,"Drama, Thriller, Comedy, Crime, War",57
Mechanic: Resurrection,26-Aug-16,"Action, Thriller, Crime",38
Don't Breathe,26-Aug-16,"Thriller, Horror, Crime",71
Mechanic: Resurrection,26-Aug-16,"Action, Thriller, Crime",38
Hands of Stone,26-Aug-16,"Action, Biography, Drama, Sport",54
Don't Breathe,26-Aug-16,"Thriller, Horror, Crime",71
Zoom,2-Sep-16,"Drama, Comedy, Animation",55
The Light Between Oceans,2-Sep-16,"Drama, Romance",60
Sully,9-Sep-16,"Biography, Drama",74
When the Bough Breaks,9-Sep-16,"Drama, Mystery, Thriller, Horror",28
The Wild Life,9-Sep-16,"Adventure, Comedy, Animation, Family",36
The Disappointments Room,9-Sep-16,"Drama, Thriller, Horror",31
Command and Control,14-Sep-16,Documentary,77
Snowden,16-Sep-16,"Action, Biography, Drama, Thriller",58
Snowden,16-Sep-16,"Action, Biography, Drama, Thriller",58
Blair Witch,16-Sep-16,"Thriller, Horror",47
Hillsong - Let Hope Rise,16-Sep-16,"Music, Family, Documentary",43
The Magnificent Seven,23-Sep-16,"Action, Adventure, Western",54
Storks,23-Sep-16,"Adventure, Fantasy, Comedy, Animation, Family",56
Deepwater Horizon,30-Sep-16,"Action, Drama, Thriller",68
Flock of Dudes,30-Sep-16,Comedy,36
The Rolling Stones Olé Olé Olé!: A Trip Across Latin America,30-Sep-16,Documentary,72
Masterminds,30-Sep-16,"Action, Comedy, Crime",47
Deepwater Horizon,30-Sep-16,"Action, Drama, Thriller",68
Masterminds,30-Sep-16,"Action, Comedy, Crime",47
The Girl on the Train,7-Oct-16,"Drama, Mystery, Thriller",48
The Birth of a Nation,7-Oct-16,"Biography, Drama, History",69
Middle School: The Worst Years of My Life,7-Oct-16,"Drama, Fantasy, Comedy, Animation, Family",51
Justin Timberlake + the Tennessee Kids,12-Oct-16,"Music, Documentary",81
The Accountant,14-Oct-16,"Action, Drama, Thriller, Crime",51
Kevin Hart: What Now?,14-Oct-16,"Comedy, Documentary",60
Max Steel,14-Oct-16,"Action, Adventure, Sci-Fi, Family",22
Keeping Up with the Joneses,21-Oct-16,"Action, Comedy",34
Jack Reacher: Never Go Back,21-Oct-16,"Action, Adventure, Drama, Mystery, Thriller, Crime",47
Ouija: Origin of Evil,21-Oct-16,"Thriller, Horror",65
Jack Reacher: Never Go Back,21-Oct-16,"Action, Adventure, Drama, Mystery, Thriller, Crime",47
Keeping Up with the Joneses,21-Oct-16,"Action, Comedy",34
Ouija: Origin of Evil,21-Oct-16,"Thriller, Horror",65
American Pastoral,21-Oct-16,"Drama, Crime",43
Inferno,28-Oct-16,"Action, Adventure, Sci-Fi, Drama, Mystery, Thriller, Crime",42
Officer Downe,18-Nov-16,"Action, Sci-Fi, Comedy",26
Moana,23-Nov-16,"Action, Adventure, Fantasy, Comedy, Animation, Family, Musical",81
Things to Come,2-Dec-16,Drama,88
I Am Not Your Negro,9-Dec-16,Documentary,95
Passengers,21-Dec-16,"Adventure, Sci-Fi, Drama, Romance",41
Sing,21-Dec-16,"Drama, Comedy, Music, Animation, Family, Musical",59
A Monster Calls,23-Dec-16,"Drama, Fantasy",76
Underworld: Blood Wars,6-Jan-17,"Action, Horror",23
Arsenal,6-Jan-17,"Action, Thriller, Crime",25
Monster Trucks,13-Jan-17,"Action, Adventure, Sci-Fi, Fantasy, Comedy, Animation, Family",41
The Bye Bye Man,13-Jan-17,"Thriller, Horror",37
Sleepless,13-Jan-17,"Action, Thriller, Crime",34
100 Streets,13-Jan-17,Drama,44
The Book of Love,13-Jan-17,Drama,27
Staying Vertical,20-Jan-17,"Drama, Comedy",65
xXx: Return of Xander Cage,20-Jan-17,"Action, Adventure, Thriller",42
Trespass Against Us,20-Jan-17,"Action, Drama, Thriller, Crime",50
The Resurrection of Gavin Stone,20-Jan-17,"Drama, Comedy, Romance, Family",36
Staying Vertical,20-Jan-17,"Drama, Comedy",65
The Founder,20-Jan-17,"Biography, Drama, History",66
Split,20-Jan-17,"Thriller, Horror",62
xXx: Return of Xander Cage,20-Jan-17,"Action, Adventure, Thriller",42
The Resurrection of Gavin Stone,20-Jan-17,"Drama, Comedy, Romance, Family",36
Trespass Against Us,20-Jan-17,"Action, Drama, Thriller, Crime",50
Sophie and the Rising Sun,27-Jan-17,Drama,55
Resident Evil: The Final Chapter,27-Jan-17,"Action, Sci-Fi, Thriller, Horror",49
Lost in Florence,27-Jan-17,"Adventure, Drama, Romance",28
I Am Michael,27-Jan-17,"Biography, Drama",56
iBoy,27-Jan-17,"Action, Sci-Fi, Thriller, Crime",50
The Space Between Us,3-Feb-17,"Adventure, Sci-Fi, Drama, Romance",33
Youth in Oregon,3-Feb-17,"Drama, Comedy",38
The LEGO Batman Movie,10-Feb-17,"Action, Adventure, Fantasy, Comedy, Animation, Family",75
Fifty Shades Darker,10-Feb-17,"Drama, Romance",33
John Wick: Chapter 2,10-Feb-17,"Action, Thriller, Crime",75
The Great Wall,17-Feb-17,"Action, Adventure, Mystery, Thriller, Fantasy",42
A Cure for Wellness,17-Feb-17,"Sci-Fi, Drama, Mystery, Thriller, Fantasy, Horror",47
Fist Fight,17-Feb-17,Comedy,37
American Fable,17-Feb-17,Thriller,55
Lovesong,17-Feb-17,Drama,74
Get Out,24-Feb-17,"Mystery, Thriller, Horror, Comedy",84
Rock Dog,24-Feb-17,"Adventure, Comedy, Music, Animation, Family",48
Collide,24-Feb-17,"Action, Thriller, Crime",33
The Girl with All the Gifts,24-Feb-17,"Drama, Thriller, Horror",67
Contemporary Color,1-Mar-17,Documentary,79
Logan,3-Mar-17,"Action, Sci-Fi, Drama, Thriller",77
The Shack,3-Mar-17,"Drama, Fantasy",32
Before I Fall,3-Mar-17,"Drama, Mystery",58
Table 19,3-Mar-17,"Drama, Comedy",40
The Last Word,3-Mar-17,"Drama, Comedy",40
Catfight,3-Mar-17,"Drama, Comedy",66
Donald Cried,3-Mar-17,"Drama, Comedy",72
Kong: Skull Island,10-Mar-17,"Action, Adventure, Sci-Fi, Fantasy",62
Kong: Skull Island,10-Mar-17,"Action, Adventure, Sci-Fi, Fantasy",62
Burning Sands,10-Mar-17,Drama,63
The Devil's Candy,17-Mar-17,Horror,72
Song to Song,17-Mar-17,"Drama, Romance, Music",54
Beauty and the Beast,17-Mar-17,"Fantasy, Romance, Family, Musical",65
The Belko Experiment,17-Mar-17,"Action, Thriller, Horror",44
Song to Song,17-Mar-17,"Drama, Romance, Music",54
Atomica,17-Mar-17,"Sci-Fi, Thriller",33
All Nighter,17-Mar-17,Comedy,37
I Called Him Morgan,24-Mar-17,"Drama, History, Music, Documentary",90
Saban's Power Rangers,24-Mar-17,"Action, Adventure, Sci-Fi, Fantasy",44
Life,24-Mar-17,"Sci-Fi, Thriller, Horror",54
CHIPS,24-Mar-17,"Action, Drama, Comedy, Crime",28
Wilson,24-Mar-17,"Drama, Comedy",49
The Zookeeper's Wife,31-Mar-17,"Biography, Drama, History, War",57
The Boss Baby,31-Mar-17,"Fantasy, Comedy, Animation, Family",50
Ghost in the Shell,31-Mar-17,"Action, Sci-Fi, Drama, Mystery, Thriller, Crime",52
The Boss Baby,31-Mar-17,"Fantasy, Comedy, Animation, Family",50
The Discovery,31-Mar-17,"Sci-Fi, Drama, Mystery, Thriller, Romance",55
Carrie Pilby,31-Mar-17,"Drama, Comedy",52
Smurfs: The Lost Village,7-Apr-17,"Adventure, Fantasy, Comedy, Animation, Family",40
Win It All,7-Apr-17,Comedy,77
The Case for Christ,7-Apr-17,Drama,50
Smurfs: The Lost Village,7-Apr-17,"Adventure, Fantasy, Comedy, Animation, Family",40
Going in Style,7-Apr-17,"Comedy, Crime",50
Colossal,7-Apr-17,"Action, Sci-Fi, Drama, Thriller, Fantasy, Comedy",70
Gifted,7-Apr-17,Drama,60
Aftermath,7-Apr-17,"Drama, Thriller",44
The Lost City of Z,14-Apr-17,"Action, Adventure, Biography, Drama, History",78
The Fate of the Furious,14-Apr-17,"Action, Adventure, Thriller, Crime",56
The Lost City of Z,14-Apr-17,"Action, Adventure, Biography, Drama, History",78
My Entire High School Sinking Into the Sea,14-Apr-17,"Drama, Comedy, Animation",72
The Happiest Day in the Life of Olli Mäki,21-Apr-17,"Biography, Drama, Sport, Romance",83
Born in China,21-Apr-17,"Adventure, Family, Documentary",57
Unforgettable,21-Apr-17,"Drama, Thriller",45
The Promise,21-Apr-17,"Drama, History",49
The Circle,28-Apr-17,"Sci-Fi, Drama, Thriller",43
How to Be a Latin Lover,28-Apr-17,Comedy,54
Sleight,28-Apr-17,"Action, Sci-Fi, Drama, Thriller",62
Guardians of the Galaxy Vol. 2,5-May-17,"Action, Adventure, Sci-Fi, Comedy",67
Like Crazy,5-May-17,"Drama, Comedy",74
Guardians of the Galaxy Vol. 2,5-May-17,"Action, Adventure, Sci-Fi, Comedy",67
Guardians of the Galaxy Vol. 2,5-May-17,"Action, Adventure, Sci-Fi, Comedy",67
The Lovers,5-May-17,Comedy,76
3 Generations,5-May-17,"Drama, Comedy",47
King Arthur: Legend of the Sword,12-May-17,"Action, Adventure, Drama, Fantasy",41
Stefan Zweig: Farewell to Europe,12-May-17,Drama,75
Paris Can Wait,12-May-17,"Drama, Comedy, Romance",48
King Arthur: Legend of the Sword,12-May-17,"Action, Adventure, Drama, Fantasy",41
Snatched,12-May-17,"Action, Comedy",45
Lowriders,12-May-17,Drama,57
Paris Can Wait,12-May-17,"Drama, Comedy, Romance",48
Alien: Covenant,19-May-17,"Action, Adventure, Sci-Fi, Thriller, Horror",65
Diary of a Wimpy Kid: The Long Haul,19-May-17,"Comedy, Family",39
Alien: Covenant,19-May-17,"Action, Adventure, Sci-Fi, Thriller, Horror",65
Diary of a Wimpy Kid: The Long Haul,19-May-17,"Comedy, Family",39
Wakefield,19-May-17,Drama,62
Restless Creature: Wendy Whelan,24-May-17,Documentary,87
Baywatch,25-May-17,"Action, Drama, Comedy",37
Baywatch,25-May-17,"Action, Drama, Comedy",37
Pirates of the Caribbean: Dead Men Tell No Tales,26-May-17,"Action, Adventure, Fantasy, Comedy",39
Buena Vista Social Club: Adios,26-May-17,Documentary,67
War Machine,26-May-17,"Drama, Comedy, War",56
Captain Underpants: The First Epic Movie,2-Jun-17,"Action, Adventure, Comedy, Animation, Family",69
Captain Underpants: The First Epic Movie,2-Jun-17,"Action, Adventure, Comedy, Animation, Family",69
Sami Blood,2-Jun-17,Drama,79
Wonder Woman,2-Jun-17,"Action, Adventure, Sci-Fi, Fantasy, War",76
Captain Underpants: The First Epic Movie,2-Jun-17,"Action, Adventure, Comedy, Animation, Family",69
Dean,2-Jun-17,"Drama, Comedy, Romance",58
The Mummy,9-Jun-17,"Action, Adventure, Thriller, Fantasy, Horror",34
It Comes at Night,9-Jun-17,"Mystery, Horror",78
My Cousin Rachel,9-Jun-17,"Drama, Mystery, Romance",63
Megan Leavey,9-Jun-17,"Biography, Drama, War",66
Beatriz at Dinner,9-Jun-17,"Drama, Comedy",68
Cars 3,16-Jun-17,"Adventure, Sport, Comedy, Animation, Family",59
Rough Night,16-Jun-17,"Drama, Comedy",51
All Eyez on Me,16-Jun-17,"Biography, Drama, Music",38
47 Meters Down,16-Jun-17,"Adventure, Drama, Thriller, Horror",52
The Book of Henry,16-Jun-17,"Drama, Thriller, Crime",31
Transformers: The Last Knight,21-Jun-17,"Action, Adventure, Sci-Fi, Thriller",27
Transformers: The Last Knight,21-Jun-17,"Action, Adventure, Sci-Fi, Thriller",27
The Beguiled,23-Jun-17,Drama,77
The Big Sick,23-Jun-17,"Drama, Comedy, Romance",86
The Bad Batch,23-Jun-17,"Sci-Fi, Romance",62
Baby Driver,28-Jun-17,"Action, Thriller, Comedy, Crime, Music",86
Baby Driver,28-Jun-17,"Action, Thriller, Comedy, Crime, Music",86
Okja,28-Jun-17,"Action, Adventure, Sci-Fi, Drama",75
Despicable Me 3,30-Jun-17,"Action, Adventure, Sci-Fi, Comedy, Animation, Family",49
Despicable Me 3,30-Jun-17,"Action, Adventure, Sci-Fi, Comedy, Animation, Family",49
The Little Hours,30-Jun-17,"Comedy, Romance",69
Spider-Man: Homecoming,7-Jul-17,"Action, Adventure, Sci-Fi, Fantasy, Family",73
Spider-Man: Homecoming,7-Jul-17,"Action, Adventure, Sci-Fi, Fantasy, Family",73
A Ghost Story,7-Jul-17,"Drama, Fantasy, Romance",84
Spider-Man: Homecoming,7-Jul-17,"Action, Adventure, Sci-Fi, Fantasy, Family",73
War for the Planet of the Apes,14-Jul-17,"Action, Adventure, Sci-Fi, Drama, Thriller, War",82
Wish Upon,14-Jul-17,"Thriller, Fantasy, Horror",32
Valerian and the City of a Thousand Planets,21-Jul-17,"Action, Adventure, Sci-Fi, Fantasy",51
Girls Trip,21-Jul-17,Comedy,71
Wolf Warrior 2,28-Jul-17,"Action, Drama, War",44
The Emoji Movie,28-Jul-17,"Adventure, Sci-Fi, Comedy, Animation, Family",12
An Inconvenient Sequel: Truth to Power,28-Jul-17,Documentary,68
Detroit,28-Jul-17,"Drama, History, Thriller, Crime",77
Brigsby Bear,28-Jul-17,"Drama, Comedy",68
Menashe,28-Jul-17,Drama,81
The Dark Tower,4-Aug-17,"Action, Adventure, Sci-Fi, Fantasy, Horror, Western",34
Kidnap,4-Aug-17,"Action, Drama, Mystery, Thriller",44
Wind River,4-Aug-17,"Action, Drama, Mystery, Thriller, Crime",73
Armed Response,4-Aug-17,"Thriller, Horror",13
Good Time,11-Aug-17,"Drama, Thriller, Crime",80
The Nut Job 2: Nutty by Nature,11-Aug-17,"Adventure, Comedy, Animation, Family",36
Annabelle: Creation,11-Aug-17,"Mystery, Thriller, Horror",62
Annabelle: Creation,11-Aug-17,"Mystery, Thriller, Horror",62
The Glass Castle,11-Aug-17,"Biography, Drama",56
The Nut Job 2: Nutty by Nature,11-Aug-17,"Adventure, Comedy, Animation, Family",36
Good Time,11-Aug-17,"Drama, Thriller, Crime",80
Ingrid Goes West,11-Aug-17,"Drama, Comedy",71
The Only Living Boy in New York,11-Aug-17,Drama,33
Marjorie Prime,18-Aug-17,"Sci-Fi, Drama, Mystery, Comedy",82
The Hitman's Bodyguard,18-Aug-17,"Action, Comedy",47
What Happened to Monday,18-Aug-17,"Action, Adventure, Sci-Fi, Drama, Mystery, Thriller, Crime",47
Patti Cake$,18-Aug-17,"Drama, Music",67
Patti Cake$,18-Aug-17,"Drama, Music",67
Logan Lucky,18-Aug-17,"Drama, Comedy, Crime",78
Patti Cake$,18-Aug-17,"Drama, Music",67
All Saints,25-Aug-17,Drama,63
Served Like a Girl,25-Aug-17,Documentary,85
Beach Rats,25-Aug-17,Drama,78
The Teacher,30-Aug-17,"Drama, Comedy",77
Tulip Fever,1-Sep-17,"Drama, Romance",38
Unlocked,1-Sep-17,"Action, Drama, Mystery, Thriller",46
11-Sep,8-Sep-17,"Action, Drama",20
The Unknown Girl,8-Sep-17,"Drama, Mystery, Thriller, Crime",65
Home Again,8-Sep-17,"Drama, Comedy, Romance",41
The Good Catholic,8-Sep-17,"Drama, Comedy",46
Gun Shy,8-Sep-17,"Action, Adventure, Thriller, Comedy, Crime",21
First They Killed My Father,15-Sep-17,"Biography, Drama, History",72
American Assassin,15-Sep-17,"Action, Thriller",45
mother!,15-Sep-17,"Drama, Mystery, Thriller, Horror",75
Friend Request,22-Sep-17,"Thriller, Horror",31
Victoria and Abdul,22-Sep-17,"Biography, Drama, History",58
Kingsman: The Golden Circle,22-Sep-17,"Action, Adventure, Comedy",44
The LEGO Ninjago Movie,22-Sep-17,"Action, Adventure, Comedy, Animation, Family",55
Stronger,22-Sep-17,"Biography, Drama",76
Battle of the Sexes,22-Sep-17,"Biography, Drama, Sport, Comedy",73
Woodshock,22-Sep-17,"Drama, Thriller",39
Victoria and Abdul,22-Sep-17,"Biography, Drama, History",58
Mark Felt: The Man Who Brought Down the White House,29-Sep-17,"Biography, Drama, History, Thriller",49
Mark Felt: The Man Who Brought Down the White House,29-Sep-17,"Biography, Drama, History, Thriller",49
American Made,29-Sep-17,"Action, Biography, Drama, History, Thriller, Comedy, Crime",65
Lucky,29-Sep-17,"Drama, Comedy",79
Super Dark Times,29-Sep-17,"Drama, Thriller",75
Mark Felt: The Man Who Brought Down the White House,29-Sep-17,"Biography, Drama, History, Thriller",49
American Made,29-Sep-17,"Action, Biography, Drama, History, Thriller, Comedy, Crime",65
Flatliners,29-Sep-17,"Sci-Fi, Drama, Thriller, Horror",27
Mark Felt: The Man Who Brought Down the White House,29-Sep-17,"Biography, Drama, History, Thriller",49
The Mountain Between Us,6-Oct-17,"Action, Adventure, Drama, Thriller, Romance",48
Blade Runner 2049,6-Oct-17,"Sci-Fi, Drama, Mystery, Thriller",81
The Mountain Between Us,6-Oct-17,"Action, Adventure, Drama, Thriller, Romance",48
My Little Pony: The Movie,6-Oct-17,"Adventure, Fantasy, Comedy, Animation, Family, Musical",39
The Florida Project,6-Oct-17,Drama,92
Brawl in Cell Block 99,6-Oct-17,"Action, Drama, Thriller, Crime",79
78/52: Hitchcock’s Shower Scene,13-Oct-17,Documentary,74
Professor Marston & the Wonder Women,13-Oct-17,"Biography, Drama",68
Happy Death Day,13-Oct-17,"Mystery, Thriller, Horror",57
Marshall,13-Oct-17,"Biography, Drama",66
Goodbye Christopher Robin,13-Oct-17,"Biography, History, Family",54
Professor Marston & the Wonder Women,13-Oct-17,"Biography, Drama",68
Blood Money,13-Oct-17,Thriller,42
Aida's Secrets,20-Oct-17,Documentary,80
