Runtime,Production Budget,Domestic Total Gross,title,Genre,Distributor,MPAA Rating,Release Date
1 hrs. 50 min.,$70 million,"$42,285,169 ",Lady in the Water ,Fantasy Drama,Warner Bros.,PG-13,21-Jul-06
1 hrs. 29 min.,N/A,"$15,680,099 ",Larry the Cable Guy: Health Inspector ,Comedy,Lionsgate,PG-13,24-Mar-06
1 hrs. 52 min.,$45 million,"$38,399,961 ",Last Holiday ,Comedy / Drama,Paramount,PG-13,13-Jan-06
1 hrs. 24 min.,N/A,"$4,630,045 ",Let's Go to Prison ,Comedy,Universal,R,17-Nov-06
1 hrs. 50 min.,N/A,"$22,495,466 ",Lucky Number Slevin ,Crime,MGM (Weinstein),R,7-Apr-06
1 hrs. 55 min.,N/A,"$37,327,390 ",Man of the Year ,Comedy,Universal,PG-13,13-Oct-06
1 hrs. 58 min.,$40 million,"$15,962,471 ",Marie Antoinette ,Period Drama,Sony / Columbia,PG-13,20-Oct-06
1 hrs. 37 min.,N/A,"$11,449,638 ",Material Girls ,Comedy,MGM,PG,18-Aug-06
2 hrs. 26 min.,$135 million,"$63,450,470 ",Miami Vice ,Action / Crime,Universal,R,28-Jul-06
2 hrs. 6 min.,$150 million,"$134,029,801 ",Mission: Impossible III ,Action,Paramount,PG-13,5-May-06
1 hrs. 31 min.,$75 million,"$73,661,010 ",Monster House ,Family Adventure,Sony / Columbia,PG,21-Jul-06
1 hrs. 35 min.,N/A,"$22,530,295 ",My Super Ex-Girlfriend ,Fantasy Comedy,Fox,PG-13,21-Jul-06
1 hrs. 40 min.,$35 million,"$80,197,993 ",Nacho Libre ,Sports Comedy,Paramount,PG,16-Jun-06
1 hrs. 38 min.,$25 million,"$47,144,110 ",Nanny McPhee ,Family,Universal,PG,27-Jan-06
1 hrs. 48 min.,N/A,"$250,863,268 ",Night at the Museum ,Family Adventure,Fox,PG,22-Dec-06
1 hrs. 38 min.,N/A,"$17,510,118 ",Notes on a Scandal ,Drama,Fox Searchlight,R,25-Dec-06
2 hrs. 3 min.,$20 million,"$13,395,961 ",One Night with the King ,Period Drama,8X Entertainment,PG,13-Oct-06
1 hrs. 40 min.,$85 million,"$85,105,259 ",Open Season ,Animation,Sony / Columbia,PG,29-Sep-06
1 hrs. 27 min.,N/A,"$155,019,340 ",Over the Hedge ,Animation,Paramount (DreamWorks),PG,19-May-06
1 hrs. 52 min.,$19 million,"$37,634,615 ",Pan's Labyrinth ,Foreign / Horror,Picturehouse,R,29-Dec-06
1 hrs. 39 min.,$3 million,"$7,061,128 ",Phat Girlz ,Comedy,Fox Searchlight,PG-13,7-Apr-06
1 hrs. 39 min.,$160 million,"$60,674,817 ",Poseidon ,Action Drama,Warner Bros.,PG-13,12-May-06
1 hrs. 42 min.,$24 million,"$70,270,943 ",Rocky Balboa ,Sports Drama,MGM,PG,20-Dec-06
2 hrs. 2 min.,N/A,"$38,500,726 ",Running Scared ,Action Comedy,MGM,R,27-Jun-86
1 hrs. 38 min.,$50 million,"$71,726,025 ",RV ,Family Comedy,Sony / Columbia,PG,28-Apr-06
1 hrs. 47 min.,$10 million,"$80,238,724 ",Saw III ,Horror,Lionsgate,R,27-Oct-06
1 hrs. 40 min.,$35 million,"$17,807,569 ",School for Scoundrels ,Comedy,MGM (Weinstein),PG-13,29-Sep-06
1 hrs. 36 min.,N/A,"$10,525,717 ",Scoop ,Romantic Comedy,Focus Features,PG-13,28-Jul-06
1 hrs. 24 min.,$8 million,"$15,032,800 ",See No Evil ,Horror,Lionsgate,R,19-May-06
2 hrs. 0 min.,$50 million,"$46,982,632 ",Silent Hill ,Horror,Sony / Columbia,R,21-Apr-06
1 hrs. 36 min.,$15 million,"$7,802,450 ",Slither ,Sci-Fi Horror,Universal,R,31-Mar-06
1 hrs. 46 min.,$33 million,"$34,020,814 ",Snakes on a Plane ,Horror Thriller,New Line,R,18-Aug-06
1 hrs. 25 min.,N/A,"$23,086,480 ",Stay Alive ,Horror,Buena Vista,PG-13,24-Mar-06
1 hrs. 38 min.,$12 million,"$65,328,121 ",Step Up ,Music Drama,Buena Vista,PG-13,11-Aug-06
1 hrs. 45 min.,N/A,"$26,910,736 ",Stick It ,Sports Comedy,Buena Vista,PG-13,28-Apr-06
1 hrs. 45 min.,$30 million,"$40,660,952 ",Stranger Than Fiction ,Fantasy Comedy,Sony / Columbia,PG-13,10-Nov-06
1 hrs. 59 min.,N/A,"$34,742,066 ",Take the Lead ,Music Drama,New Line,PG-13,7-Apr-06
1 hrs. 50 min.,$72.5 million,"$148,213,377 ",Talladega Nights: The Ballad of Ricky Bobby ,Sports Comedy,Sony / Columbia,PG-13,4-Aug-06
1 hrs. 32 min.,$6.5 million,"$24,793,509 ",Thank You for Smoking ,Comedy,Fox Searchlight,R,17-Mar-06
1 hrs. 39 min.,N/A,"$26,024,456 ",The Descent ,Horror,Lionsgate,R,4-Aug-06
1 hrs. 36 min.,$35 million,"$10,144,010 ",The Fountain ,Sci-Fi Fantasy,Warner Bros.,PG-13,22-Nov-06
2 hrs. 15 min.,N/A,"$55,011,732 ",The Guardian ,Action Drama,Buena Vista,PG-13,29-Sep-06
2 hrs. 16 min.,$85 million,"$63,224,849 ",The Holiday ,Romantic Comedy,Sony / Columbia,PG-13,8-Dec-06
1 hrs. 49 min.,$16.5 million,"$39,868,642 ",The Illusionist ,Period Drama,Yari Film Group,PG-13,18-Aug-06
1 hrs. 45 min.,$40 million,"$52,330,111 ",The Lake House ,Romance,Warner Bros.,PG,16-Jun-06
1 hrs. 52 min.,N/A,"$1,048,950 ",The Last Kiss ,Foreign,ThinkFilm,R,16-Aug-02
1 hrs. 33 min.,N/A,"$18,844,784 ",The Marine ,Action,Fox,PG-13,13-Oct-06
1 hrs. 30 min.,N/A,"$7,836,393 ",The Night Listener ,Thriller,Miramax,R,4-Aug-06
2 hrs. 15 min.,$40 million,"$53,089,891 ",The Prestige ,Fantasy Drama,Buena Vista,PG-13,20-Oct-06
1 hrs. 56 min.,$55 million,"$163,566,459 ",The Pursuit of Happyness ,Drama,Sony / Columbia,PG-13,15-Dec-06
1 hrs. 25 min.,N/A,"$7,749,851 ",The Return ,Horror,Rogue Pictures,PG-13,10-Nov-06
1 hrs. 38 min.,N/A,"$84,500,122 ",The Santa Clause 3: The Escape Clause ,Family Comedy,Buena Vista,G,3-Nov-06
1 hrs. 45 min.,N/A,"$36,280,697 ",The Sentinel ,Action Thriller,Fox,PG-13,21-Apr-06
1 hrs. 38 min.,N/A,"$61,123,569 ",The Shaggy Dog ,Family Comedy,Buena Vista,PG,10-Mar-06
1 hrs. 24 min.,$16 million,"$39,517,763 ",The Texas Chainsaw Massacre: The Beginning ,Horror,New Line,R,6-Oct-06
1 hrs. 46 min.,$40 million,"$23,649,127 ",The Wicker Man ,Horror Thriller,Warner Bros.,PG-13,1-Sep-06
1 hrs. 34 min.,$80 million,"$37,384,046 ",The Wild ,Animation,Buena Vista,G,14-Apr-06
1 hrs. 35 min.,N/A,"$3,860,678 ",Trailer Park Boys: The Movie ,Comedy,Alliance,R,6-Oct-06
2 hrs. 5 min.,N/A,"$14,734,633 ",Tristan and Isolde ,Romance,Fox,PG-13,13-Jan-06
1 hrs. 32 min.,$10 million,"$7,027,762 ",Turistas ,Thriller,Fox Atomic,R,1-Dec-06
1 hrs. 25 min.,$30 million,"$18,535,812 ",Ultraviolet ,Action Horror,Sony / Screen Gems,PG-13,3-Mar-06
1 hrs. 46 min.,N/A,"$62,318,875 ",Underworld: Evolution ,Action Horror,Sony / Screen Gems,R,20-Jan-06
1 hrs. 25 min.,"$400,000 ","$224,099 ",Unidentified ,Sci-Fi,Five &amp; Two Pictures,PG,28-Apr-06
1 hrs. 30 min.,$15 million,"$31,483,450 ",United 93 ,Drama / Thriller,Universal,R,28-Apr-06
2 hrs. 11 min.,$54 million,"$70,511,035 ",V for Vendetta ,Action Thriller,Warner Bros.,R,17-Mar-06
1 hrs. 51 min.,N/A,"$12,899,867 ",Volver ,Foreign,Sony Classics,R,3-Nov-06
1 hrs. 37 min.,N/A,"$21,344,312 ",Waist Deep ,Crime Thriller,Rogue Pictures,R,23-Jun-06
2 hrs. 7 min.,N/A,"$43,545,364 ",We Are Marshall ,Sports Drama,Warner Bros.,PG,22-Dec-06
1 hrs. 40 min.,$15 million,"$47,860,214 ",When a Stranger Calls ,Horror Thriller,Sony / Screen Gems,PG-13,3-Feb-06
1 hrs. 23 min.,N/A,"$11,989,328 ",Zoom ,Family Adventure,Sony (Revolution),PG,11-Aug-06
1 hrs. 33 min.,N/A,"$707,343 ",The 11th Hour ,Documentary,Warner Independent,PG,17-Aug-07
1 hrs. 34 min.,$25 million,"$71,985,628 ",1408 ,Horror,MGM (Weinstein),PG-13,22-Jun-07
1 hrs. 53 min.,$30 million,"$39,568,996 ",30 Days of Night ,Horror,Sony / Columbia,R,19-Oct-07
1 hrs. 57 min.,$65 million,"$210,614,939 ",300 ,Period Action,Warner Bros.,R,9-Mar-07
2 hrs. 11 min.,N/A,"$24,343,673 ",Across the Universe ,Musical,Sony (Revolution),PG-13,14-Sep-07
1 hrs. 31 min.,N/A,"$2,099 ",Adrift in Manhattan ,Drama,Screen Media,R,21-Sep-07
1 hrs. 32 min.,$60 million,"$217,326,974 ",Alvin and the Chipmunks ,Family Comedy,Fox,PG,14-Dec-07
2 hrs. 40 min.,$100 million,"$130,164,645 ",American Gangster ,Crime Drama,Universal,R,2-Nov-07
1 hrs. 30 min.,N/A,"$128,024 ",Americanizing Shelley ,Comedy,Rocky Mountain Pictures,PG,26-Apr-07
1 hrs. 43 min.,N/A,"$6,950 ",Anamorph ,Drama / Thriller,IFC,R,18-Apr-08
1 hrs. 27 min.,"$750,000 ","$5,520,368 ",Aqua Teen Hunger Force Colon Movie Film for Theaters ,Animation,First Look,R,13-Apr-07
1 hrs. 25 min.,N/A,"$833,532 ",Arctic Tale ,Documentary,Paramount Vantage,G,25-Jul-07
1 hrs. 32 min.,N/A,"$49,662,533 ",Are We Done Yet? ,Family Comedy,Sony (Revolution),PG,4-Apr-07
2 hrs. 40 min.,$30 million,"$3,909,149 ",The Assassination of Jesse James by the Coward Robert Ford ,Western,Warner Bros.,R,21-Sep-07
1 hrs. 54 min.,N/A,"$31,664,162 ",August Rush ,Fantasy Drama,Warner Bros.,PG,21-Nov-07
1 hrs. 24 min.,$8.6 million,"$14,377,198 ",Awake ,Thriller,MGM (Weinstein),R,30-Nov-07
1 hrs. 30 min.,N/A,"$32,886,940 ",Balls of Fury ,Sports Comedy,Rogue Pictures,PG-13,29-Aug-07
1 hrs. 42 min.,N/A,"$42,674,040 ",Because I Said So ,Romantic Comedy,Universal,PG-13,2-Feb-07
1 hrs. 30 min.,$150 million,"$126,631,277 ",Bee Movie ,Animation,Paramount (DreamWorks),PG,2-Nov-07
2 hrs. 3 min.,N/A,"$7,084,227 ",Before the Devil Knows You're Dead ,Crime Thriller,ThinkFilm,R,26-Oct-07
1 hrs. 31 min.,$5 million,"$6,206,566 ",Believe ,Documentary,Open Road Films,PG,25-Dec-13
1 hrs. 53 min.,$150 million,"$82,280,579 ",Beowulf ,Animation,Paramount,PG-13,16-Nov-07
1 hrs. 33 min.,$61 million,"$118,594,548 ",Blades of Glory ,Sports Comedy,Paramount (DreamWorks),PG-13,30-Mar-07
1 hrs. 35 min.,N/A,"$6,422 ",Blonde Ambition ,Romantic Comedy,First Look,PG-13,21-Dec-07
1 hrs. 51 min.,$110 million,"$227,471,070 ",The Bourne Ultimatum ,Action Thriller,Universal,PG-13,3-Aug-07
2 hrs. 2 min.,N/A,"$36,793,804 ",The Brave One ,Drama / Thriller,Warner Bros.,R,14-Sep-07
1 hrs. 50 min.,N/A,"$33,231,264 ",Breach ,Drama / Thriller,Universal,PG-13,16-Feb-07
1 hrs. 35 min.,N/A,"$82,272,442 ",Bridge to Terabithia ,Fantasy,Buena Vista,PG,16-Feb-07
1 hrs. 36 min.,N/A,"$956,919 ",Broken English ,Romantic Comedy,Magnolia,PG-13,22-Jun-07
1 hrs. 35 min.,$8 million,"$458,232 ",Brooklyn Rules ,Crime Drama,City Lights Pictures Releasing,R,11-May-07
1 hrs. 31 min.,$10 million,"$900,926 ",The Brothers Solomon ,Comedy,Sony / Screen Gems,R,7-Sep-07
1 hrs. 37 min.,$45 million,"$93,466,502 ",The Bucket List ,Comedy / Drama,Warner Bros.,PG-13,25-Dec-07
1 hrs. 38 min.,N/A,"$2,626,800 ",Captivity ,Horror Thriller,After Dark Films,R,13-Jul-07
1 hrs. 45 min.,N/A,"$973,018 ",Cassandra's Dream ,Drama,Weinstein Company,PG-13,18-Jan-08
1 hrs. 24 min.,N/A,"$56,215 ",Chapter 27 ,Crime Drama,Peace Arch Entertainment,R,28-Mar-08
1 hrs. 37 min.,$75 million,"$66,661,095 ",Charlie Wilson's War ,War Drama,Universal,R,21-Dec-07
1 hrs. 43 min.,N/A,"$177,490 ",Chicago 10 ,Documentary,Roadside Attractions,R,29-Feb-08
1 hrs. 24 min.,$20 million,"$8,135,024 ",Code Name: The Cleaner ,Action Comedy,New Line,PG-13,5-Jan-07
1 hrs. 24 min.,N/A,"$13,349,927 ",The Comebacks ,Sports Comedy,Fox Atomic,PG-13,19-Oct-07
1 hrs. 40 min.,N/A,"$7,371,706 ",The Condemned ,Action,Lionsgate,R,27-Apr-07
2 hrs. 1 min.,N/A,"$872,252 ",Control ,Music Drama,Weinstein Company,R,10-Oct-07
1 hrs. 31 min.,N/A,"$301,027 ",Crazy Love ,Documentary,Magnolia,PG-13,1-Jun-07
1 hrs. 49 min.,N/A,"$15,513 ",Cthulhu ,Horror,Regent Releasing,R,22-Aug-08
1 hrs. 33 min.,N/A,"$13,235,267 ",Daddy Day Camp ,Family Comedy,Sony (Revolution),PG,8-Aug-07
1 hrs. 35 min.,N/A,"$47,642,963 ",Dan in Real Life ,Comedy,Buena Vista,PG-13,26-Oct-07
1 hrs. 38 min.,N/A,"$109,107 ",Darfur Now ,Documentary,Warner Independent,PG,2-Nov-07
1 hrs. 30 min.,N/A,"$30,591 ",Dark Matter ,Drama,First Independent Pictures,R,11-Apr-08
1 hrs. 36 min.,N/A,"$16,659 ",Day Zero ,Drama,First Look,R,18-Jan-08
1 hrs. 30 min.,$20 million,"$16,809,076 ",Dead Silence ,Horror,Universal,R,16-Mar-07
1 hrs. 50 min.,N/A,"$9,534,258 ",Death Sentence ,Action Thriller,Fox,R,31-Aug-07
1 hrs. 30 min.,N/A,"$8,130,530 ",Delta Farce ,Comedy,Lionsgate,PG-13,11-May-07
1 hrs. 25 min.,N/A,"$3,244 ",Devil Girl ,Horror,Nocturnal Features,Unrated,18-Sep-09
1 hrs. 44 min.,$20 million,"$80,209,692 ",Disturbia ,Drama / Thriller,Paramount (DreamWorks),PG-13,13-Apr-07
1 hrs. 52 min.,N/A,"$6,003,227 ",The Diving Bell and the Butterfly ,Drama,Miramax,PG-13,30-Nov-07
1 hrs. 40 min.,N/A,"$17,266,000 ",Eastern Promises ,Drama / Thriller,Focus Features,R,14-Sep-07
1 hrs. 47 min.,$85 million,"$127,807,262 ",Enchanted ,Family Adventure,Buena Vista,PG,21-Nov-07
1 hrs. 26 min.,N/A,"$39,739,367 ",Epic Movie ,Comedy,Fox,PG-13,26-Jan-07
1 hrs. 30 min.,$175 million,"$100,462,298 ",Evan Almighty ,Fantasy Comedy,Universal,PG,22-Jun-07
1 hrs. 57 min.,N/A,"$12,492,481 ",Evening ,Drama,Focus Features,PG-13,29-Jun-07
1 hrs. 32 min.,N/A,"$3,093,394 ",The Ex ,Romantic Comedy,MGM (Weinstein),PG-13,11-May-07
1 hrs. 29 min.,$130 million,"$131,921,738 ",Fantastic Four: Rise of the Silver Surfer ,Action / Adventure,Fox,PG,15-Jun-07
1 hrs. 26 min.,N/A,"$5,898,393 ",Feel the Noise ,Music Drama,Sony BMG,PG-13,5-Oct-07
1 hrs. 24 min.,N/A,"$52,868 ",Finishing the Game ,Comedy,IFC,Unrated,5-Oct-07
1 hrs. 51 min.,N/A,"$13,932,383 ",Firehouse Dog ,Family Comedy,Fox,PG,4-Apr-07
1 hrs. 35 min.,N/A,"$312,751 ",For the Bible Tells Me So ,Documentary,First Run,Unrated,5-Oct-07
1 hrs. 53 min.,N/A,"$39,015,018 ",Fracture ,Thriller,New Line,R,20-Apr-07
1 hrs. 56 min.,N/A,"$72,006,777 ",Fred Claus ,Comedy,Warner Bros.,PG,9-Nov-07
2 hrs. 3 min.,$21 million,"$36,605,602 ",Freedom Writers ,Drama,Paramount,PG-13,5-Jan-07
1 hrs. 33 min.,N/A,"$14,273 ",Full of It ,Comedy,New Line,PG-13,2-Mar-07
1 hrs. 50 min.,N/A,"$90,648,202 ",The Game Plan ,Family Comedy,Buena Vista,PG,28-Sep-07
1 hrs. 53 min.,N/A,"$19,103,072 ",Georgia Rule ,Drama,Universal,R,11-May-07
1 hrs. 50 min.,$110 million,"$115,802,596 ",Ghost Rider ,Action Horror,Sony / Columbia,PG-13,16-Feb-07
1 hrs. 33 min.,N/A,"$11,931 ",The Go-Getter ,Comedy / Drama,Peace Arch Entertainment,R,6-Jun-08
1 hrs. 53 min.,$180 million,"$70,107,728 ",The Golden Compass ,Fantasy,New Line,PG-13,7-Dec-07
1 hrs. 54 min.,$19 million,"$20,300,218 ",Gone Baby Gone ,Drama / Thriller,Miramax,R,19-Oct-07
1 hrs. 36 min.,N/A,"$35,017,297 ",Good Luck Chuck ,Romantic Comedy,Lionsgate,R,21-Sep-07
1 hrs. 33 min.,N/A,"$22,441 ",The Good Night ,Fantasy Drama,Yari Film Group,R,5-Oct-07
1 hrs. 30 min.,N/A,"$50,899 ",Grace Is Gone ,Drama,Weinstein Company,PG-13,7-Dec-07
1 hrs. 35 min.,$9 million,"$2,956,339 ",Gracie ,Sports Drama,Picturehouse,PG-13,1-Jun-07
2 hrs. 3 min.,N/A,"$30,236,407 ",The Great Debaters ,Drama,MGM (Weinstein),PG-13,25-Dec-07
3 hrs. 11 min.,$67 million,"$25,037,897 ",Grindhouse ,Horror,Weinstein / Dimension,R,6-Apr-07
1 hrs. 31 min.,"$325,000 ","$47,000,000 ",Halloween ,Horror,Compass,R,25-Oct-78
1 hrs. 28 min.,N/A,"$443,591 ",The Hammer ,Sports Comedy,International Film Circuit,R,21-Mar-08
1 hrs. 27 min.,N/A,"$15,589,393 ",Happily N'Ever After ,Animation,Lionsgate,PG,5-Jan-07
2 hrs. 19 min.,$150 million,"$292,004,738 ",Harry Potter and the Order of the Phoenix ,Fantasy,Warner Bros.,PG-13,11-Jul-07
1 hrs. 55 min.,N/A,"$36,787,257 ",The Heartbreak Kid ,Romantic Comedy,Paramount (DreamWorks),R,5-Oct-07
1 hrs. 29 min.,$15 million,"$20,804,166 ",The Hills Have Eyes 2 ,Horror,Fox Atomic,R,23-Mar-07
1 hrs. 38 min.,N/A,"$5,844,868 ",The Hitcher ,Unknown,TriStar,R,21-Feb-86
1 hrs. 40 min.,N/A,"$39,687,694 ",Hitman ,Action,Fox,R,21-Nov-07
1 hrs. 55 min.,$25 million,"$7,164,995 ",The Hoax ,Drama,Miramax,R,6-Apr-07
2 hrs. 3 min.,N/A,"$267,880 ",Honeydripper ,Music Drama,Emerging Pictures,PG-13,28-Dec-07
1 hrs. 28 min.,N/A,"$13,938,332 ",Hot Rod ,Action Comedy,Paramount,PG-13,3-Aug-07
1 hrs. 43 min.,N/A,"$969,869 ",The Hunting Party ,Drama / Thriller,MGM (Weinstein),R,7-Sep-07
1 hrs. 40 min.,$150 million,"$256,393,010 ",I Am Legend ,Sci-Fi Horror,Warner Bros.,PG-13,14-Dec-07
1 hrs. 45 min.,N/A,"$7,498,716 ",I Know Who Killed Me ,Thriller,Sony / Columbia,R,27-Jul-07
1 hrs. 50 min.,$85 million,"$120,059,556 ",I Now Pronounce You Chuck and Larry ,Comedy,Universal,PG-13,20-Jul-07
1 hrs. 30 min.,$11 million,"$12,550,605 ",I Think I Love My Wife ,Romantic Comedy,Fox Searchlight,R,16-Mar-07
2 hrs. 15 min.,N/A,"$4,017,609 ",I'm Not There ,Music Drama,Weinstein Company,R,21-Nov-07
1 hrs. 40 min.,N/A,"$11,052,958 ",In the Land of Women ,Drama,Warner Bros.,PG-13,20-Apr-07
2 hrs. 1 min.,N/A,"$6,777,741 ",In the Valley of Elah ,War Drama,Warner Independent,R,14-Sep-07
1 hrs. 26 min.,N/A,"$416,951 ",Interview ,Drama,Sony Classics,R,13-Jul-07
2 hrs. 20 min.,N/A,"$18,354,356 ",Into the Wild ,Adventure,Paramount Vantage,R,21-Sep-07
1 hrs. 33 min.,$80 million,"$15,074,191 ",The Invasion ,Sci-Fi Thriller,Warner Bros.,PG-13,17-Aug-07
1 hrs. 37 min.,N/A,"$20,578,909 ",The Invisible ,Horror Thriller,Buena Vista,PG-13,27-Apr-07
1 hrs. 27 min.,N/A,"$18,445 ",Itty Bitty Titty Committee ,Comedy,Pocket Releasing,Unrated,28-Sep-07
1 hrs. 45 min.,N/A,"$482,355 ",Joshua ,Drama / Thriller,Fox Searchlight,R,6-Jul-07
1 hrs. 31 min.,$7.5 million,"$143,495,265 ",Juno ,Comedy / Drama,Fox Searchlight,PG-13,5-Dec-07
1 hrs. 48 min.,N/A,"$4,502,604 ",Kickin' It Old Skool ,Comedy,Yari Film Group,PG-13,27-Apr-07
1 hrs. 30 min.,N/A,"$677,914 ",The King of Kong: A Fistful of Quarters ,Documentary,Picturehouse,PG-13,17-Aug-07
1 hrs. 50 min.,$70 million,"$47,536,778 ",The Kingdom ,Thriller,Universal,R,28-Sep-07
2 hrs. 8 min.,N/A,"$15,800,078 ",The Kite Runner ,Drama,Paramount Vantage,PG-13,14-Dec-07
1 hrs. 39 min.,N/A,"$36,336 ",Knock Knock ,Horror Thriller,Lionsgate Premiere,R,9-Oct-15
2 hrs. 9 min.,$30 million,"$148,768,917 ",Knocked Up ,Romantic Comedy,Universal,R,1-Jun-07
2 hrs. 32 min.,N/A,"$25,317 ",Lake of Fire ,Documentary,ThinkFilm,Unrated,3-Oct-07
1 hrs. 46 min.,$12 million,"$5,972,884 ",Lars and the Real Girl ,Comedy,MGM,PG-13,12-Oct-07
1 hrs. 30 min.,N/A,"$21,471,047 ",The Last Mimzy ,Family,New Line,PG,23-Mar-07
1 hrs. 57 min.,$2.2 million,"$388,390 ",The Last Sin Eater ,Period Drama,The Bigger Picture,PG-13,9-Feb-07
1 hrs. 40 min.,N/A,"$43,799,818 ",License to Wed ,Romantic Comedy,Warner Bros.,PG-13,3-Jul-07
1 hrs. 30 min.,$13 million,"$303,439 ",The Life Before Her Eyes ,Drama,Magnolia,R,18-Apr-08
1 hrs. 28 min.,$35 million,"$15,002,854 ",Lions for Lambs ,War Drama,United Artists,R,9-Nov-07
2 hrs. 10 min.,$110 million,"$134,529,403 ",Live Free or Die Hard ,Action,Fox,PG-13,27-Jun-07
1 hrs. 38 min.,$16 million,"$4,600,585 ",The Lookout ,Crime Drama,Miramax,R,30-Mar-07
2 hrs. 18 min.,N/A,"$4,607,608 ",Love in the Time of Cholera ,Period Drama,New Line,R,16-Nov-07
2 hrs. 4 min.,N/A,"$5,758,950 ",Lucky You ,Drama,Warner Bros.,PG-13,4-May-07
2 hrs. 38 min.,$15 million,"$4,604,982 ","Lust, Caution ",Foreign,Focus Features,NC-17,28-Sep-07
1 hrs. 25 min.,N/A,"$122,905 ",Manda Bala ,Documentary,City Lights Pictures Releasing,Unrated,17-Aug-07
1 hrs. 33 min.,N/A,"$1,959,420 ",Margot at the Wedding ,Comedy / Drama,Paramount Vantage,R,16-Nov-07
1 hrs. 30 min.,$12 million,"$1,507,990 ",Married Life ,Crime Comedy,Sony Classics,PG-13,7-Mar-08
1 hrs. 48 min.,N/A,"$7,500,310 ",Martian Child ,Drama,New Line,PG,2-Nov-07
1 hrs. 32 min.,N/A,"$97,822,171 ",Meet the Robinsons ,Animation,Buena Vista,G,30-Mar-07
1 hrs. 30 min.,$16 million,"$35,374,833 ",The Messengers ,Horror,Sony / Screen Gems,PG-13,2-Feb-07
2 hrs. 0 min.,N/A,"$49,033,882 ",Michael Clayton ,Thriller,Warner Bros.,R,5-Oct-07
1 hrs. 48 min.,$16 million,"$9,176,787 ",A Mighty Heart ,War Drama,Paramount Vantage,R,22-Jun-07
2 hrs. 7 min.,$18 million,"$25,594,957 ",The Mist ,Horror,MGM (Weinstein),R,21-Nov-07
1 hrs. 48 min.,N/A,"$167,396 ",Mister Lonely ,Comedy / Drama,IFC,Unrated,2-May-08
1 hrs. 29 min.,N/A,"$42,538 ",Moving McAllister ,Comedy,First Independent Pictures,PG-13,14-Sep-07
2 hrs. 0 min.,$20 million,"$28,549,298 ",Mr. Brooks ,Thriller,MGM,R,1-Jun-07
1 hrs. 33 min.,N/A,"$32,061,555 ",Mr. Magorium's Wonder Emporium ,Fantasy Drama,Fox,G,16-Nov-07
1 hrs. 27 min.,N/A,"$25,799,486 ",Mr. Woodcock ,Comedy,New Line,PG-13,14-Sep-07
1 hrs. 32 min.,N/A,"$104,678 ",Mr. Untouchable ,Documentary,Magnolia,R,26-Oct-07
1 hrs. 36 min.,N/A,"$50,572,589 ",Music and Lyrics ,Romantic Comedy,Warner Bros.,PG-13,14-Feb-07
1 hrs. 39 min.,N/A,"$25,612,520 ",Nancy Drew ,Family Adventure,Warner Bros.,PG,15-Jun-07
1 hrs. 28 min.,N/A,"$161,182 ",Nanking ,Documentary,ThinkFilm,R,12-Dec-07
1 hrs. 46 min.,N/A,"$25,930,652 ",The Nanny Diaries ,Comedy / Drama,MGM (Weinstein),PG-13,24-Aug-07
2 hrs. 4 min.,N/A,"$219,964,115 ",National Treasure: Book of Secrets ,Adventure,Buena Vista,PG,21-Dec-07
1 hrs. 36 min.,N/A,"$18,211,013 ",Next ,Sci-Fi Thriller,Paramount,PG-13,27-Apr-07
2 hrs. 2 min.,N/A,"$74,283,625 ",No Country for Old Men ,Crime Drama,Miramax,R,9-Nov-07
1 hrs. 42 min.,N/A,"$1,433,319 ",No End in Sight ,Documentary,Magnolia,Unrated,27-Jul-07
1 hrs. 45 min.,N/A,"$43,107,979 ",No Reservations ,Romantic Comedy,Warner Bros.,PG,27-Jul-07
1 hrs. 50 min.,N/A,"$540,382 ",Nobel Son ,Crime Thriller,Freestyle Releasing,R,5-Dec-08
1 hrs. 50 min.,$60 million,"$95,673,607 ",Norbit ,Romantic Comedy,Paramount (DreamWorks),PG-13,9-Feb-07
1 hrs. 35 min.,$30 million,"$35,193,167 ",The Number 23 ,Thriller,New Line,R,23-Feb-07
1 hrs. 53 min.,N/A,"$117,154,724 ",Ocean's Thirteen ,Crime Comedy,Warner Bros.,PG-13,8-Jun-07
2 hrs. 6 min.,$30 million,"$53,695,808 ",P.S. I Love You ,Romance,Warner Bros.,PG-13,21-Dec-07
1 hrs. 38 min.,N/A,"$3,995,018 ",P2 ,Horror Thriller,Summit Entertainment,R,9-Nov-07
1 hrs. 20 min.,N/A,"$486,767 ",Paranoid Park ,Drama,IFC,R,7-Mar-08
N/A,N/A,"$292,102 ",Passage to Zarahemla ,Fantasy,Somerset Films,PG-13,12-Oct-07
2 hrs. 8 min.,N/A,"$5,812,781 ",The Perfect Holiday ,Family Comedy,Yari Film Group,PG,12-Dec-07
1 hrs. 49 min.,N/A,"$23,984,949 ",Perfect Stranger ,Thriller,Sony (Revolution),R,13-Apr-07
1 hrs. 35 min.,N/A,"$4,445,756 ",Persepolis ,Animation,Sony Classics,PG-13,25-Dec-07
2 hrs. 48 min.,$300 million,"$309,420,425 ",Pirates of the Caribbean: At World's End ,Period Adventure,Buena Vista,PG-13,25-May-07
1 hrs. 50 min.,$20 million,"$47,852,604 ",Premonition ,Thriller,Sony / Columbia,PG-13,16-Mar-07
